mismatch_type,entity,key,field,parquet_value,database_value,normalized_parquet_value,normalized_database_value,waived,waiver_reason
value_mismatch,clubs,"{""id"": 21543}",club_type,,dedicated_facility,,dedicated_facility,False,
value_mismatch,clubs,"{""id"": 21550}",competitiveness_level,Recreational,recreational,Recreational,recreational,False,
value_mismatch,clubs,"{""id"": 21576}",competitiveness_level,,competitive,,competitive,False,
value_mismatch,clubs,"{""id"": 21620}",club_name,Sunset Kitchen Society ,Sunset Kitchen Society,Sunset Kitchen Society ,Sunset Kitchen Society,False,
value_mismatch,clubs,"{""id"": 21635}",club_type,,dedicated_facility,,dedicated_facility,False,
value_mismatch,clubs,"{""id"": 21685}",club_type,,municipal_recreation,,municipal_recreation,False,
value_mismatch,clubs,"{""id"": 21712}",club_type,Community_Center,community_center,Community_Center,community_center,False,
value_mismatch,clubs,"{""id"": 21747}",club_name,Great Lakes Court Racquet & Paddle Club ,Great Lakes Court Racquet & Paddle Club,Great Lakes Court Racquet & Paddle Club ,Great Lakes Court Racquet & Paddle Club,False,
value_mismatch,clubs,"{""id"": 21801}",club_name,True North Pickleball Rec Club ,True North Pickleball Rec Club,True North Pickleball Rec Club ,True North Pickleball Rec Club,False,
value_mismatch,clubs,"{""id"": 21869}",competitiveness_level,,recreational,,recreational,False,
value_mismatch,clubs,"{""id"": 21875}",competitiveness_level,RECREATIONAL,recreational,RECREATIONAL,recreational,False,
value_mismatch,clubs,"{""id"": 21927}",club_name, Sunflower League,Sunflower League, Sunflower League,Sunflower League,False,
value_mismatch,clubs,"{""id"": 22120}",competitiveness_level,MIXED,mixed,MIXED,mixed,False,
value_mismatch,clubs,"{""id"": 22173}",competitiveness_level,,mixed,,mixed,False,
value_mismatch,clubs,"{""id"": 22243}",competitiveness_level,,mixed,,mixed,False,
value_mismatch,clubs,"{""id"": 22274}",competitiveness_level,,recreational,,recreational,False,
value_mismatch,clubs,"{""id"": 22296}",club_type,Private_Club,private_club,Private_Club,private_club,False,
value_mismatch,clubs,"{""id"": 22310}",competitiveness_level,COMPETITIVE,competitive,COMPETITIVE,competitive,False,
value_mismatch,clubs,"{""id"": 22352}",club_name, Metro Pickleball Center,Metro Pickleball Center, Metro Pickleball Center,Metro Pickleball Center,False,
value_mismatch,clubs,"{""id"": 22412}",competitiveness_level,,competitive,,competitive,False,
value_mismatch,clubs,"{""id"": 22449}",competitiveness_level,MIXED,mixed,MIXED,mixed,False,
value_mismatch,clubs,"{""id"": 22542}",club_name, Victory Collective,Victory Collective, Victory Collective,Victory Collective,False,
value_mismatch,clubs,"{""id"": 22634}",competitiveness_level,COMPETITIVE,competitive,COMPETITIVE,competitive,False,
value_mismatch,clubs,"{""id"": 22641}",club_type,,dedicated_facility,,dedicated_facility,False,
value_mismatch,clubs,"{""id"": 22754}",club_type,,dedicated_facility,,dedicated_facility,False,
value_mismatch,clubs,"{""id"": 22814}",club_type,,community_center,,community_center,False,
value_mismatch,clubs,"{""id"": 22861}",competitiveness_level,,recreational,,recreational,False,
value_mismatch,clubs,"{""id"": 23038}",competitiveness_level,,mixed,,mixed,False,
value_mismatch,clubs,"{""id"": 23062}",club_name,Willamette Court Crew ,Willamette Court Crew,Willamette Court Crew ,Willamette Court Crew,False,
value_mismatch,clubs,"{""id"": 23085}",club_type,,public_park,,public_park,False,
value_mismatch,clubs,"{""id"": 23088}",club_type,dedicated facility,dedicated_facility,dedicated facility,dedicated_facility,False,
value_mismatch,clubs,"{""id"": 23119}",competitiveness_level,Competitive,competitive,Competitive,competitive,False,
value_mismatch,clubs,"{""id"": 23124}",club_type,,community_center,,community_center,False,
value_mismatch,clubs,"{""id"": 23127}",competitiveness_level,,mixed,,mixed,False,
value_mismatch,clubs,"{""id"": 23227}",club_type,,private_club,,private_club,False,
value_mismatch,clubs,"{""id"": 23234}",club_name, Victory Pickleball Club,Victory Pickleball Club, Victory Pickleball Club,Victory Pickleball Club,False,
value_mismatch,clubs,"{""id"": 23297}",competitiveness_level,Mixed,mixed,Mixed,mixed,False,
value_mismatch,clubs,"{""id"": 23412}",competitiveness_level,RECREATIONAL,recreational,RECREATIONAL,recreational,False,
value_mismatch,clubs,"{""id"": 23460}",club_type,,dedicated_facility,,dedicated_facility,False,
value_mismatch,clubs,"{""id"": 23464}",club_type,,dedicated_facility,,dedicated_facility,False,
value_mismatch,clubs,"{""id"": 23498}",competitiveness_level,RECREATIONAL,recreational,RECREATIONAL,recreational,False,
value_mismatch,clubs,"{""id"": 23526}",club_name, Hill Country Paddle Pickleball Club,Hill Country Paddle Pickleball Club, Hill Country Paddle Pickleball Club,Hill Country Paddle Pickleball Club,False,
value_mismatch,clubs,"{""id"": 23616}",competitiveness_level,COMPETITIVE,competitive,COMPETITIVE,competitive,False,
value_mismatch,clubs,"{""id"": 23659}",club_type,,dedicated_facility,,dedicated_facility,False,
value_mismatch,clubs,"{""id"": 23682}",club_name,Home Court Side Out Crew ,Home Court Side Out Crew,Home Court Side Out Crew ,Home Court Side Out Crew,False,
value_mismatch,clubs,"{""id"": 23722}",competitiveness_level,COMPETITIVE,competitive,COMPETITIVE,competitive,False,
value_mismatch,clubs,"{""id"": 23737}",competitiveness_level,,recreational,,recreational,False,
value_mismatch,clubs,"{""id"": 23769}",competitiveness_level,,recreational,,recreational,False,
value_mismatch,clubs,"{""id"": 23789}",club_name,Blue Ridge Court Athletic Club ,Blue Ridge Court Athletic Club,Blue Ridge Court Athletic Club ,Blue Ridge Court Athletic Club,False,
value_mismatch,clubs,"{""id"": 23811}",club_name,Shen&oah Crew,Shenandoah Crew,Shen&oah Crew,Shenandoah Crew,False,
value_mismatch,clubs,"{""id"": 23843}",club_type,,municipal_recreation,,municipal_recreation,False,
value_mismatch,clubs,"{""id"": 23845}",competitiveness_level,,recreational,,recreational,False,
value_mismatch,clubs,"{""id"": 23881}",club_type,dedicated facility,dedicated_facility,dedicated facility,dedicated_facility,False,
value_mismatch,clubs,"{""id"": 23907}",club_type,,community_center,,community_center,False,
value_mismatch,clubs,"{""id"": 23938}",competitiveness_level,RECREATIONAL,recreational,RECREATIONAL,recreational,False,
