mismatch_type,entity,key,field,parquet_value,database_value,normalized_parquet_value,normalized_database_value,waived,waiver_reason
value_mismatch,club_memberships,"{""id"": 5656}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 6182}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 6239}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 6275}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 6365}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 6391}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 6501}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 7363}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 7500}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 7741}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 7968}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 9200}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 9259}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 9693}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 9890}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 10032}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 10672}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 10866}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 10871}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 10899}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 11181}",membership_type,Secondary,secondary,Secondary,secondary,False,
value_mismatch,club_memberships,"{""id"": 11322}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 11351}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 11482}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 11553}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 11854}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 11972}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 12100}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 12119}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 12313}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 12367}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 13018}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 13034}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 13163}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 13258}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 13262}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 13602}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 13701}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 13833}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 14155}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 14624}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 14722}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 14749}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 14962}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 15579}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 15811}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 15964}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 16327}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 16359}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 16588}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 16859}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 17403}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 17677}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 17811}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 17900}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 17968}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 17980}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 18028}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 18201}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 18283}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 18337}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 18358}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 18407}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 18588}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 18764}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 18825}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 19126}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 19218}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 19373}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 19427}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 19464}",membership_type,Secondary,secondary,Secondary,secondary,False,
value_mismatch,club_memberships,"{""id"": 19726}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 20081}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 20248}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 20608}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 20680}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 21385}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 21431}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 21565}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 21570}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 21617}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 21811}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 21860}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 21876}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 22319}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 22722}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 22963}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 23069}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 23301}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 23375}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 23453}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 24095}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 24453}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 24593}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 25132}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 25524}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 25533}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 25702}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 25709}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 25805}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 26182}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 26184}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 26535}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 26551}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 26840}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 26891}",membership_type,SECONDARY,secondary,SECONDARY,secondary,False,
value_mismatch,club_memberships,"{""id"": 27499}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 27766}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 27847}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 27877}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 27942}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 28048}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 28587}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 28915}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 28967}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 28975}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 29062}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 29423}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 29446}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 29903}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 29970}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 30397}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 30421}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 30659}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 30665}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 30736}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 30747}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 30812}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 30892}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 30896}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 31012}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 31259}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 31548}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 31626}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 31859}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 32010}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 32074}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 32232}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 32287}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 32408}",membership_type,Secondary,secondary,Secondary,secondary,False,
value_mismatch,club_memberships,"{""id"": 32459}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 32691}",membership_type,SECONDARY,secondary,SECONDARY,secondary,False,
value_mismatch,club_memberships,"{""id"": 32735}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 32774}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 32899}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 32938}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 33166}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 33528}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 33790}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 34108}",membership_type,Secondary,secondary,Secondary,secondary,False,
value_mismatch,club_memberships,"{""id"": 34143}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 34719}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 34952}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 35010}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 35166}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 35963}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 36177}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 36215}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 36309}",membership_type,Secondary,secondary,Secondary,secondary,False,
value_mismatch,club_memberships,"{""id"": 36353}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 36416}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 36731}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 36966}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 36991}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 37175}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 37264}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 37390}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 37441}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 37473}",membership_type,Secondary,secondary,Secondary,secondary,False,
value_mismatch,club_memberships,"{""id"": 37571}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 37622}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 37666}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 37832}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 38227}",membership_type,Secondary,secondary,Secondary,secondary,False,
value_mismatch,club_memberships,"{""id"": 38314}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 38668}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 38723}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 38843}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 38987}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 39466}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 39842}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 39854}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 40435}",membership_type,Secondary,secondary,Secondary,secondary,False,
value_mismatch,club_memberships,"{""id"": 40473}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 40663}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 40667}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 41048}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 41082}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 41092}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 41192}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 41232}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 41397}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 41655}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 41681}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 41695}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 41757}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 41832}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 42091}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 42222}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 42462}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 42507}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 42516}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 42692}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 42793}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 43187}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 43977}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 44167}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 44250}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 44318}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 44709}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 44969}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 45251}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 45361}",membership_type,SECONDARY,secondary,SECONDARY,secondary,False,
value_mismatch,club_memberships,"{""id"": 45685}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 46241}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 46564}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 46602}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 46759}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 46872}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 47534}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 48013}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 48130}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 49313}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 49322}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 49489}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 49563}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 49608}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 49984}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 49995}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 50097}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 50140}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 50150}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 50163}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 50274}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 50771}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 50952}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 50977}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 51053}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 51254}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 51285}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 51984}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 52007}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 52072}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 52188}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 52452}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 52498}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 52626}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 52712}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 52906}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 53108}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 53134}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 53695}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 54131}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 54384}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 54396}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 54813}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 54991}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 55176}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 55381}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 55553}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 56006}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 56168}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 56318}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 56461}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 56509}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 56793}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 56863}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 56958}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 57031}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 57079}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 57094}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 57126}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 57215}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 57604}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 57607}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 57866}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 58161}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 58203}",membership_type,Secondary,secondary,Secondary,secondary,False,
value_mismatch,club_memberships,"{""id"": 58325}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 58804}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 58900}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 58946}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 59079}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 59526}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 59762}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 59987}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 60135}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 60160}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 60338}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 60400}",membership_type,SECONDARY,secondary,SECONDARY,secondary,False,
value_mismatch,club_memberships,"{""id"": 60620}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 60653}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 60926}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 61016}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 61085}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 61107}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 61261}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 61314}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 61427}",membership_type,,secondary,,secondary,False,
value_mismatch,club_memberships,"{""id"": 61429}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 61605}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 61863}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 62003}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 62318}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 62502}",membership_type,MEMBER,member,MEMBER,member,False,
value_mismatch,club_memberships,"{""id"": 62559}",membership_type,Secondary,secondary,Secondary,secondary,False,
value_mismatch,club_memberships,"{""id"": 62612}",membership_type,SECONDARY,secondary,SECONDARY,secondary,False,
value_mismatch,club_memberships,"{""id"": 62658}",membership_type,Member,member,Member,member,False,
value_mismatch,club_memberships,"{""id"": 62949}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 62955}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 62960}",membership_type,,member,,member,False,
value_mismatch,club_memberships,"{""id"": 63122}",membership_type,,member,,member,False,
